Codigo_IBGE,Municipio,UF,Regiao,Populacao_2024,Faixa_populacao,Onibus_intramunicipal,Onibus_intermunicipal,Intermunicipal_circula_interno,Frota_adaptada_PCD,Tem_onibus_publico_local,Classificacao,Status_Verificacao_Web,Fonte_Verificacao,Data_Verificacao,Observacao_Verificacao
3204054,Pedro Canário,ES,3 - Sudeste,22048,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204104,Pinheiros,ES,3 - Sudeste,24825,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204203,Piúma,ES,3 - Sudeste,23682,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204252,Ponto Belo,ES,3 - Sudeste,6696,2 - 5001 até 10000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204302,Presidente Kennedy,ES,3 - Sudeste,14647,3 - 10001 até 20000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204351,Rio Bananal,ES,3 - Sudeste,20229,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3204401,Rio Novo do Sul,ES,3 - Sudeste,11479,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204500,Santa Leopoldina,ES,3 - Sudeste,13747,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3204559,Santa Maria de Jetibá,ES,3 - Sudeste,45062,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204609,Santa Teresa,ES,3 - Sudeste,23796,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204658,São Domingos do Norte,ES,3 - Sudeste,9008,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3204708,São Gabriel da Palha,ES,3 - Sudeste,34210,4 - 20001 até 50000,Sim,Não,-,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204807,São José do Calçado,ES,3 - Sudeste,11373,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3204906,São Mateus,ES,3 - Sudeste,133359,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204955,São Roque do Canaã,ES,3 - Sudeste,11271,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3205002,Serra,ES,3 - Sudeste,572274,7 - Maior que 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3205010,Sooretama,ES,3 - Sudeste,28453,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3205036,Vargem Alta,ES,3 - Sudeste,20353,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3205069,Venda Nova do Imigrante,ES,3 - Sudeste,25168,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3205101,Viana,ES,3 - Sudeste,78442,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3205150,Vila Pavão,ES,3 - Sudeste,9298,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3205176,Vila Valério,ES,3 - Sudeste,14263,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou bairros homônimos; sem confirmação confiável específica. Mantido dado original do MUNIC.
3205200,Vila Velha,ES,3 - Sudeste,502899,7 - Maior que 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3205309,Vitória,ES,3 - Sudeste,342800,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Sistema de transporte público municipal amplamente documentado (site da prefeitura/empresa de transporte municipal),2026-08-07,Capital estadual com sistema de ônibus urbano consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3300100,Angra dos Reis,RJ,3 - Sudeste,179120,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300159,Aperibé,RJ,3 - Sudeste,11420,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3300209,Araruama,RJ,3 - Sudeste,137773,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300225,Areal,RJ,3 - Sudeste,12236,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300233,Armação dos Búzios,RJ,3 - Sudeste,42442,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300258,Arraial do Cabo,RJ,3 - Sudeste,32794,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300308,Barra do Piraí,RJ,3 - Sudeste,98501,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300407,Barra Mansa,RJ,3 - Sudeste,181688,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300456,Belford Roxo,RJ,3 - Sudeste,518263,7 - Maior que 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3300506,Bom Jardim,RJ,3 - Sudeste,29736,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300605,Bom Jesus do Itabapoana,RJ,3 - Sudeste,37172,4 - 20001 até 50000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300704,Cabo Frio,RJ,3 - Sudeste,238166,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300803,Cachoeiras de Macacu,RJ,3 - Sudeste,59837,5 - 50001 até 100000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300902,Cambuci,RJ,3 - Sudeste,15070,3 - 10001 até 20000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3300936,Carapebus,RJ,3 - Sudeste,14325,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3300951,Comendador Levy Gasparian,RJ,3 - Sudeste,9044,2 - 5001 até 10000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301009,Campos dos Goytacazes,RJ,3 - Sudeste,519011,7 - Maior que 500000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3301108,Cantagalo,RJ,3 - Sudeste,19996,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301157,Cardoso Moreira,RJ,3 - Sudeste,13403,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
3301207,Carmo,RJ,3 - Sudeste,17740,3 - 10001 até 20000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301306,Casimiro de Abreu,RJ,3 - Sudeste,48563,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301405,Conceição de Macabu,RJ,3 - Sudeste,21769,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301504,Cordeiro,RJ,3 - Sudeste,21444,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301603,Duas Barras,RJ,3 - Sudeste,11354,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3301702,Duque de Caxias,RJ,3 - Sudeste,866347,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3301801,Engenheiro Paulo de Frontin,RJ,3 - Sudeste,12648,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301850,Guapimirim,RJ,3 - Sudeste,54300,5 - 50001 até 100000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3301876,Iguaba Grande,RJ,3 - Sudeste,29577,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3301900,Itaboraí,RJ,3 - Sudeste,240040,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302007,Itaguaí,RJ,3 - Sudeste,123980,6 - 100001 até 500000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3302056,Italva,RJ,3 - Sudeste,14517,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3302106,Itaocara,RJ,3 - Sudeste,23643,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3302205,Itaperuna,RJ,3 - Sudeste,107246,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302254,Itatiaia,RJ,3 - Sudeste,32694,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302270,Japeri,RJ,3 - Sudeste,102149,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302304,Laje do Muriaé,RJ,3 - Sudeste,7584,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3302403,Macaé,RJ,3 - Sudeste,264138,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302452,Macuco,RJ,3 - Sudeste,5601,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3302502,Magé,RJ,3 - Sudeste,244092,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302601,Mangaratiba,RJ,3 - Sudeste,43624,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302700,Maricá,RJ,3 - Sudeste,211986,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302809,Mendes,RJ,3 - Sudeste,18049,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3302858,Mesquita,RJ,3 - Sudeste,178803,6 - 100001 até 500000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3302908,Miguel Pereira,RJ,3 - Sudeste,28123,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303005,Miracema,RJ,3 - Sudeste,28411,4 - 20001 até 50000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303104,Natividade,RJ,3 - Sudeste,15550,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303203,Nilópolis,RJ,3 - Sudeste,155544,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303302,Niterói,RJ,3 - Sudeste,516720,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3303401,Nova Friburgo,RJ,3 - Sudeste,203328,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303500,Nova Iguaçu,RJ,3 - Sudeste,843046,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3303609,Paracambi,RJ,3 - Sudeste,43656,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303708,Paraíba do Sul,RJ,3 - Sudeste,44467,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303807,Paraty,RJ,3 - Sudeste,47614,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303856,Paty do Alferes,RJ,3 - Sudeste,31345,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3303906,Petrópolis,RJ,3 - Sudeste,294983,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3303955,Pinheiral,RJ,3 - Sudeste,25085,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304003,Piraí,RJ,3 - Sudeste,29054,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304102,Porciúncula,RJ,3 - Sudeste,17832,3 - 10001 até 20000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304110,Porto Real,RJ,3 - Sudeste,21064,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304128,Quatis,RJ,3 - Sudeste,14158,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3304144,Queimados,RJ,3 - Sudeste,149093,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304151,Quissamã,RJ,3 - Sudeste,23126,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304201,Resende,RJ,3 - Sudeste,137612,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304300,Rio Bonito,RJ,3 - Sudeste,59113,5 - 50001 até 100000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304409,Rio Claro,RJ,3 - Sudeste,17950,3 - 10001 até 20000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304508,Rio das Flores,RJ,3 - Sudeste,9264,2 - 5001 até 10000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304524,Rio das Ostras,RJ,3 - Sudeste,168099,6 - 100001 até 500000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304557,Rio de Janeiro,RJ,3 - Sudeste,6729894,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Sistema de transporte público municipal amplamente documentado (site da prefeitura/empresa de transporte municipal),2026-08-07,Capital estadual com sistema de ônibus urbano consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3304607,Santa Maria Madalena,RJ,3 - Sudeste,10579,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3304706,Santo Antônio de Pádua,RJ,3 - Sudeste,43686,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304755,São Francisco de Itabapoana,RJ,3 - Sudeste,47368,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3304805,São Fidélis,RJ,3 - Sudeste,41197,4 - 20001 até 50000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3304904,São Gonçalo,RJ,3 - Sudeste,960652,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3305000,São João da Barra,RJ,3 - Sudeste,38708,4 - 20001 até 50000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3305109,São João de Meriti,RJ,3 - Sudeste,466536,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3305133,São José de Ubá,RJ,3 - Sudeste,7315,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3305158,São José do Vale do Rio Preto,RJ,3 - Sudeste,22799,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3305208,São Pedro da Aldeia,RJ,3 - Sudeste,110556,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3305307,São Sebastião do Alto,RJ,3 - Sudeste,7999,2 - 5001 até 10000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3305406,Sapucaia,RJ,3 - Sudeste,18289,3 - 10001 até 20000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
